title,content,time,trading_pair_or_currencies,price_change,cleaned_content,hash
U.S. Senate Advances GENIUS Act for Full Review,"PANews, the U.S. Senate has voted to advance the GENIUS Act to a full review by passing the 'cloture motion' to end debate. At least 15 Democratic senators, including Cortez Masto, Adam Schiff, and Mark Warner, shifted their stance to support the motion. Despite Minority Leader Schumer's opposition, the motion successfully passed, allowing the bill to proceed to comprehensive deliberation.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"PANews, the U.S. Senate has voted to advance the GENIUS Act to a full review by passing the cloture motion to end debate. At least 15 Democratic senators, including Cortez Masto, Adam Schiff, and Mark Warner, shifted their stance to support the motion. Despite Minority Leader Schumers opposition, the motion successfully passed, allowing the bill to proceed to comprehensive deliberation. Trading Pair NA Price Change NA",ab473ec132d1957a9603387eae18bfe3
"Bitcoin(BTC) Surpasses 106,000 USDT with a Narrowed 0.54% Decrease in 24 Hours","Binance Market Data, Bitcoin has crossed the 106,000 USDT benchmark and is now trading at 106,000 USDT, with a narrowed narrowed 0.54% decrease in 24 hours.
Trading Pair: BTC
Price Change: +2.16%",2025-05-20,BTC,+2.16%,"Binance Market Data, Bitcoin has crossed the 106,000 USDT benchmark and is now trading at 106,000 USDT, with a narrowed narrowed 0.54 decrease in 24 hours. Trading Pair BTC Price Change 2.16",93f17626b3b39ebb19c3766fe54656ad
U.S. Treasury Unlikely to Announce Trade Deals at G7 Meeting,"BlockBeats, sources indicate that the U.S. Treasury is not expected to announce any trade agreements during the G7 finance ministers meeting in Canada this week.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"BlockBeats, sources indicate that the U.S. Treasury is not expected to announce any trade agreements during the G7 finance ministers meeting in Canada this week. Trading Pair NA Price Change NA",bb9ad8e7659dee665aa78e0d6d864c26
SEC Appoints Katherine Reilly as Acting Inspector General,"BlockBeats, the U.S. Securities and Exchange Commission (SEC) has announced the appointment of Katherine Reilly as the Acting Inspector General. Reilly, who currently serves as the Deputy Inspector General at the SEC, will succeed Deborah Jeffrey. Jeffrey has held the position of Inspector General since 2023 and is set to retire.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"BlockBeats, the U.S. Securities and Exchange Commission SEC has announced the appointment of Katherine Reilly as the Acting Inspector General. Reilly, who currently serves as the Deputy Inspector General at the SEC, will succeed Deborah Jeffrey. Jeffrey has held the position of Inspector General since 2023 and is set to retire. Trading Pair NA Price Change NA",a8011f7ae9e8c19f8eae8ee4137b3edf
Whale Withdraws Significant Bitcoin from CEX,"BlockBeats On-chain Detection, a significant withdrawal of 1,350 bitcoins, valued at approximately $141.91 million, was made from a centralized exchange (CEX). The wallet associated with this transaction now holds a total of 20,723 bitcoins, worth around $2.19 billion.
Trading Pair: BTC
Price Change: +2.16%",2025-05-20,BTC,+2.16%,"BlockBeats Onchain Detection, a significant withdrawal of 1,350 bitcoins, valued at approximately 141.91 million, was made from a centralized exchange CEX. The wallet associated with this transaction now holds a total of 20,723 bitcoins, worth around 2.19 billion. Trading Pair BTC Price Change 2.16",733322f83936562d32e1967d0f30159f
Dallas Fed President Advocates Strengthening Mechanisms to Control Market Rates,"BlockBeats, Dallas Federal Reserve President Lorie Logan emphasized the need for the Federal Reserve to enhance mechanisms to more effectively prevent spikes in money market rates during periods of market stress. In her prepared remarks for the 2025 Atlanta Fed Financial Markets Conference, Logan reiterated the call to encourage more banks to utilize the discount window and to centralize the clearing of Standing Repo Facility (SRF) operations. Logan also highlighted the importance of focusing on broader market rates rather than solely the federal funds rate. ""In my view, rate control is not just about keeping the federal funds rate within the target range,"" she stated.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"BlockBeats, Dallas Federal Reserve President Lorie Logan emphasized the need for the Federal Reserve to enhance mechanisms to more effectively prevent spikes in money market rates during periods of market stress. In her prepared remarks for the 2025 Atlanta Fed Financial Markets Conference, Logan reiterated the call to encourage more banks to utilize the discount window and to centralize the clearing of Standing Repo Facility SRF operations. Logan also highlighted the importance of focusing on broader market rates rather than solely the federal funds rate. In my view, rate control is not just about keeping the federal funds rate within the target range, she stated. Trading Pair NA Price Change NA",cf2176b81caa7d16aabe83a4c362bea0
BNB Surpasses 650 USDT with a 0.56% Increase in 24 Hours,"Binance Market Data, BNB has crossed the 650 USDT benchmark and is now trading at 650 USDT, with a narrowed 0.56% increase in 24 hours.
Trading Pair: BNB
Price Change: +0.66%",2025-05-20,BNB,+0.66%,"Binance Market Data, BNB has crossed the 650 USDT benchmark and is now trading at 650 USDT, with a narrowed 0.56 increase in 24 hours. Trading Pair BNB Price Change 0.66",85d2cee37c16f1c66edda9d1ce3906cb
"Economic Uncertainty Persists Amid Tariff Concerns, Says Fed's Kashkari","Odaily, Federal Reserve official Neel Kashkari has expressed concerns about the current economic uncertainty, despite a strong start to the year. He highlighted that the ongoing tariff issues remain unresolved, leading businesses to delay investments due to the prevailing uncertainty.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"Odaily, Federal Reserve official Neel Kashkari has expressed concerns about the current economic uncertainty, despite a strong start to the year. He highlighted that the ongoing tariff issues remain unresolved, leading businesses to delay investments due to the prevailing uncertainty. Trading Pair NA Price Change NA",613cc4398cb8f7fa4f9f14a7fa9f0b4a
SEC Delays Review of VanEck Spot Solana ETF,"BlockBeats, the U.S. Securities and Exchange Commission (SEC) has postponed its decision on the review of the VanEck Spot Solana ETF. 
Trading Pair: SOL
Price Change: +2.35%",2025-05-20,SOL,+2.35%,"BlockBeats, the U.S. Securities and Exchange Commission SEC has postponed its decision on the review of the VanEck Spot Solana ETF. Trading Pair SOL Price Change 2.35",ba0b0e1d0e7372d0e2edacb8538f2daf
"Ethereum(ETH) Surpasses 2,500 USDT with a Narrowed 2.84% Decrease in 24 Hours","Binance Market Data, Ethereum has crossed the 2,500 USDT benchmark and is now trading at 2,503.330078 USDT, with a narrowed narrowed 2.84% decrease in 24 hours.
Trading Pair: ETH
Price Change: +3.92%",2025-05-20,ETH,+3.92%,"Binance Market Data, Ethereum has crossed the 2,500 USDT benchmark and is now trading at 2,503.330078 USDT, with a narrowed narrowed 2.84 decrease in 24 hours. Trading Pair ETH Price Change 3.92",c93bc03b79b060f3095c07901f0aef47
"Ethereum(ETH) Drops Below 2,500 USDT with a Narrowed 3.64% Increase in 24 Hours","Binance Market Data, Ethereum has dropped below 2,500 USDT and is now trading at 2,499.01001 USDT, with a narrowed narrowed 3.64% increase in 24 hours.
Trading Pair: ETH
Price Change: +3.92%",2025-05-20,ETH,+3.92%,"Binance Market Data, Ethereum has dropped below 2,500 USDT and is now trading at 2,499.01001 USDT, with a narrowed narrowed 3.64 increase in 24 hours. Trading Pair ETH Price Change 3.92",8eb2f095e45f477334cf14ea17d340e9
Future of Blockchain Development: Focus on Application Chains,"Odaily, on May 20, Tabi founder Xavier highlighted the shift in successful blockchain strategies. Historically, public chains thrived on innovative applications within their ecosystems, such as Ethereum's ICO and DeFi Summer. However, as the industry matures, this traditional approach is becoming less effective. Xavier emphasized HyperliquidX as a model of the 'fat application, thin protocol' concept, indicating a new direction for public chain development. Instead of numerous decentralized applications (DApps), future public chains should concentrate on the application chain model to enhance efficiency and practicality. Application chains may be crucial for the next generation of successful public chains. Xavier also acknowledged Cosmos for its contributions to the application chain sector. Concepts like account abstraction and inter-chain communication provide essential theoretical foundations for the future development of Layer 1 blockchains.
Trading Pair: ETH
Price Change: +3.92%",2025-05-20,ETH,+3.92%,"Odaily, on May 20, Tabi founder Xavier highlighted the shift in successful blockchain strategies. Historically, public chains thrived on innovative applications within their ecosystems, such as Ethereums ICO and DeFi Summer. However, as the industry matures, this traditional approach is becoming less effective. Xavier emphasized HyperliquidX as a model of the fat application, thin protocol concept, indicating a new direction for public chain development. Instead of numerous decentralized applications DApps, future public chains should concentrate on the application chain model to enhance efficiency and practicality. Application chains may be crucial for the next generation of successful public chains. Xavier also acknowledged Cosmos for its contributions to the application chain sector. Concepts like account abstraction and interchain communication provide essential theoretical foundations for the future development of Layer 1 blockchains. Trading Pair ETH Price Change 3.92",e87c10621975b8d0c670ffd890a5a7c4
